Species.x,com1,class,n.patches,total.area,prop.landscape,patch.density,total.edge,edge.density,landscape.shape.index,largest.patch.index,mean.patch.area,sd.patch.area,min.patch.area,max.patch.area,perimeter.area.frac.dim,mean.perim.area.ratio,sd.perim.area.ratio,min.perim.area.ratio,max.perim.area.ratio,mean.shape.index,sd.shape.index,min.shape.index,max.shape.index,mean.frac.dim.index,sd.frac.dim.index,min.frac.dim.index,max.frac.dim.index,total.core.area,prop.landscape.core,mean.patch.core.area,sd.patch.core.area,min.patch.core.area,max.patch.core.area,prop.like.adjacencies,aggregation.index,lanscape.division.index,splitting.index,effective.mesh.size,patch.cohesion.index,OccProb,Model,Species.y,ncells,min.long,max.long,min.lat,max.lat,median.long,median.lat,biomes,Method,maxBiome,percent_maxBiome,Ncells,rwidth,nwidth,C_geo,PC_geo,synonyms,li_form_B.x,reprod_B.x,strategy,poll_vect_B.x,canopy_height,dispersal,leaf_size,dispersal_morphology,growth_form,releasing_height,sbank,seed_mass,seed_number_per_shoot,woodiness,inflorescence_fr,sex_reprod_fr,poll_vect_fr,fruit_type_fr,dissemination_fr,li_form_fr,li_form_B.y,reprod_B.y,poll_vect_B.y,bud_bank_seasonality_soil
Dianthus_barbatus_ssp_compactus,Dianthus_barbatus_ssp_compactus-SDM_bin,1,23,602500,0.038572343,1.47e-6,16700,0.001069142,5.21875,0.015204866,26195.65217,57484.53134,2500,237500,0.055434475,0.06214241,0.020205861,0.016842105,0.08,1.187008282,0.389453793,1,2.142857143,1.030567943,0.047005734,1,1.139156854,67500,0.004321383,2934.782609,13026.46288,0,62500,0.485362096,70,0.999637349,2757.470085,5664.612676,8.627527732,NA,SDM_bin,Dianthus_barbatus_ssp_compactus,215,0.271141877,47.13515934,37.72180021,61.1022143,18.63077423,44.92432505,"c(4, 12, 5, 6, 98, 8)",SDM_bin,NA,NA,64,245,822,0.280128205,0.025283806,Dianthus barbatus ssp compactus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dianthus_barbatus_ssp_compactus,Dianthus_barbatus_ssp_compactus-SDM_bin,1,23,602500,0.038572343,1.47e-6,16700,0.001069142,5.21875,0.015204866,26195.65217,57484.53134,2500,237500,0.055434475,0.06214241,0.020205861,0.016842105,0.08,1.187008282,0.389453793,1,2.142857143,1.030567943,0.047005734,1,1.139156854,67500,0.004321383,2934.782609,13026.46288,0,62500,0.485362096,70,0.999637349,2757.470085,5664.612676,8.627527732,NA,SDM_bin,Dianthus_barbatus_ssp_compactus,215,0.271141877,47.13515934,37.72180021,61.1022143,18.63077423,44.92432505,"c(4, 12, 5, 6, 98, 8)",SDM_bin,NA,NA,64,245,822,0.280128205,0.025283806,Dianthus barbatus subsp. compactus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dianthus_barbatus_ssp_compactus,Dianthus_barbatus_ssp_compactus-SDM_bin,1,23,602500,0.038572343,1.47e-6,16700,0.001069142,5.21875,0.015204866,26195.65217,57484.53134,2500,237500,0.055434475,0.06214241,0.020205861,0.016842105,0.08,1.187008282,0.389453793,1,2.142857143,1.030567943,0.047005734,1,1.139156854,67500,0.004321383,2934.782609,13026.46288,0,62500,0.485362096,70,0.999637349,2757.470085,5664.612676,8.627527732,NA,SDM_bin,Dianthus_barbatus_ssp_compactus,215,0.271141877,47.13515934,37.72180021,61.1022143,18.63077423,44.92432505,"c(4, 12, 5, 6, 98, 8)",SDM_bin,NA,NA,64,245,822,0.280128205,0.025283806,Dianthus compactus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dianthus_barbatus_ssp_compactus,Dianthus_barbatus_ssp_compactus-SDM70_bin,1,44,1195000,0.076504481,2.82e-6,38500,0.0024647890000000002,8.75,0.018085787,27159.09091,57717.21084,2500,282500,0.064434141,0.05478553,0.018131476,0.021098901,0.08,1.27375845,0.497286679,1,3.454545455,1.046275602,0.051301406,1,1.202987526,55000,0.003521127,1250,5213.466463,0,30000,0.425801641,62.60964912,0.999279872,1388.642003,11248.39949,8.574877481,NA,SDM70_bin,Dianthus_barbatus_ssp_compactus,380,-7.526652187,64.89059311,37.72180021,69.63189685,15.3205867,47.59082787,"c(12, 4, 5, 6, 11, 98)",SDM70_bin,NA,NA,64,245,822,0.280128205,0.025283806,Dianthus barbatus ssp compactus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dianthus_barbatus_ssp_compactus,Dianthus_barbatus_ssp_compactus-SDM70_bin,1,44,1195000,0.076504481,2.82e-6,38500,0.0024647890000000002,8.75,0.018085787,27159.09091,57717.21084,2500,282500,0.064434141,0.05478553,0.018131476,0.021098901,0.08,1.27375845,0.497286679,1,3.454545455,1.046275602,0.051301406,1,1.202987526,55000,0.003521127,1250,5213.466463,0,30000,0.425801641,62.60964912,0.999279872,1388.642003,11248.39949,8.574877481,NA,SDM70_bin,Dianthus_barbatus_ssp_compactus,380,-7.526652187,64.89059311,37.72180021,69.63189685,15.3205867,47.59082787,"c(12, 4, 5, 6, 11, 98)",SDM70_bin,NA,NA,64,245,822,0.280128205,0.025283806,Dianthus barbatus subsp. compactus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dianthus_barbatus_ssp_compactus,Dianthus_barbatus_ssp_compactus-SDM70_bin,1,44,1195000,0.076504481,2.82e-6,38500,0.0024647890000000002,8.75,0.018085787,27159.09091,57717.21084,2500,282500,0.064434141,0.05478553,0.018131476,0.021098901,0.08,1.27375845,0.497286679,1,3.454545455,1.046275602,0.051301406,1,1.202987526,55000,0.003521127,1250,5213.466463,0,30000,0.425801641,62.60964912,0.999279872,1388.642003,11248.39949,8.574877481,NA,SDM70_bin,Dianthus_barbatus_ssp_compactus,380,-7.526652187,64.89059311,37.72180021,69.63189685,15.3205867,47.59082787,"c(12, 4, 5, 6, 11, 98)",SDM70_bin,NA,NA,64,245,822,0.280128205,0.025283806,Dianthus compactus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dianthus_bessarabicus,Dianthus_bessarabicus-ESM_bin,1,4,30000,0.001920615,2.56e-7,1500,9.6e-5,2.142857143,8.00256e-4,7500,4082.482905,2500,12500,0.099992167,0.056666667,0.01677741,0.04,0.08,1,0,1,1,1.022034476,0.015237224,1,1.032241745,0,0,0,0,0,0,0.230769231,52.94117647,0.999998873,887216,17.6056338,4.96633531,NA,ESM_bin,Dianthus_bessarabicus,15,26.06415531,30.72943626,44.01736407,46.25586624,29.21679014,45.35650403,"c(4, 8)",ESM_bin,NA,NA,10,37,876,-0.127272727,0.732886836,Dianthus bessarabicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dianthus_bessarabicus,Dianthus_bessarabicus-ESM70_bin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESM70_bin,Dianthus_bessarabicus,0,NA,NA,NA,NA,NA,NA,NA,ESM70_bin,NA,NA,10,37,876,-0.127272727,0.732886836,Dianthus bessarabicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dianthus_bessarabicus,Dianthus_bessarabicus-occurrence,1,4,20000,1,2e-4,1200,0.06,2,0.375,5000,2041.241452,2500,7500,0.119985998,0.063333333,0.011547005,0.053333333,0.08,1,0,1,1,1.014974864,0.013228988,1,1.032241745,0,0,0,0,0,0,0.142857143,40,0.71875,3.555555556,5625,2.355169904,NA,occurrence,Dianthus_bessarabicus,10,26.06,30.73,44.02,46.26,29.22,45.36,"c(8, 4)",occurrence,"Temperate Grasslands, Savannas and Shrublands",63.63636364,10,37,876,-0.127272727,0.732886836,Dianthus bessarabicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dianthus_bessarabicus,Dianthus_bessarabicus-SDM_bin,1,4,25000,0.001600512,2.56e-7,1300,8.32e-5,1.857142857,8.00256e-4,6250,4330.127019,2500,12500,0.103989448,0.06,0.016329932,0.04,0.08,1,0,1,1,1.012828032,0.009725778,1,1.023654416,0,0,0,0,0,0,0.212121212,53.84615385,0.999999129,1148161.882,13.60435339,4.939833855,NA,SDM_bin,Dianthus_bessarabicus,13,26.06415531,30.72943626,44.01736407,46.25586624,29.23429088,45.35650403,"c(4, 8)",SDM_bin,NA,NA,10,37,876,-0.127272727,0.732886836,Dianthus bessarabicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dianthus_bessarabicus,Dianthus_bessarabicus-SDM70_bin,1,11,62500,0.00400128,7.04e-7,3500,2.24072e-4,3.5,9.60307e-4,5681.818182,4196.860298,2500,15000,0.111988308,0.064484848,0.014511577,0.033333333,0.08,1.036363636,0.120604538,1,1.4,1.015307248,0.027239506,1,1.094990147,0,0,0,0,0,0,0.176470588,38.46153846,0.999997823,459264.7529,34.01088348,5.084516047,NA,SDM70_bin,Dianthus_bessarabicus,19,1.136870259,20.61090673,48.05410122,59.74376582,17.1948193,54.7909216,4,SDM70_bin,NA,NA,10,37,876,-0.127272727,0.732886836,Dianthus bessarabicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dianthus_biflorus,Dianthus_biflorus-ESM_bin,1,1,70000,0.004481434,6.4e-8,1700,1.08835e-4,1.545454545,0.004481434,70000,NA,70000,70000,0.048571186,0.024285714,NA,0.024285714,0.024285714,1.545454545,NA,1.545454545,1.545454545,1.084968316,NA,1.084968316,1.084968316,2500,1.60051e-4,2500,NA,2500,2500,0.534246575,86.66666667,0.999979917,49792.73469,313.7003841,8.007574683,NA,ESM_bin,Dianthus_biflorus,28,19.53636749,23.648350400000002,36.80455942,39.97170441,21.85887258,38.62164006,12,ESM_bin,NA,NA,19,35,162,0.261403509,0.278492642,Dianthus biflorus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dianthus_biflorus,Dianthus_biflorus-ESM70_bin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESM70_bin,Dianthus_biflorus,0,NA,NA,NA,NA,NA,NA,NA,ESM70_bin,NA,NA,19,35,162,0.261403509,0.278492642,Dianthus biflorus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dianthus_biflorus,Dianthus_biflorus-occurrence,1,2,52500,1,3.81e-5,1800,0.034285714,1.8,0.619047619,26250,8838.834765,20000,32500,0.068570336,0.033461538,0.004895355,0.03,0.036923077,1.25,0.353553391,1,1.5,1.054968106,0.060917277,1.011893087,1.098043126,0,0,0,0,0,0,0.4,75,0.471655329,1.892703863,27738.09524,5.435609723,NA,occurrence,Dianthus_biflorus,19,19.54,23.65,36.8,39.97,21.87,38.61,12,occurrence,"Mediterranean Forests, Woodlands and Scrub",71.42857143,19,35,162,0.261403509,0.278492642,Dianthus biflorus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dianthus_biflorus,Dianthus_biflorus-SDM_bin,1,1,60000,0.003841229,6.4e-8,2000,1.28041e-4,2,0.003841229,60000,NA,60000,60000,0.066666424,0.033333333,NA,0.033333333,0.033333333,2,NA,2,2,1.129713089,NA,1.129713089,1.129713089,0,0,0,NA,0,0,0.411764706,73.68421053,0.999985245,67773.44444,230.47375160000001,7.858071219,NA,SDM_bin,Dianthus_biflorus,22,19.53636749,23.648350400000002,36.80455942,39.97170441,21.86426453,38.62304969,12,SDM_bin,NA,NA,19,35,162,0.261403509,0.278492642,Dianthus biflorus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dianthus_biflorus,Dianthus_biflorus-SDM70_bin,1,9,170000,0.010883483,5.76e-7,5700,3.64917e-4,3.352941176,0.007682458,18888.88889,38101.65497,2500,120000,0.067056882,0.061962963,0.018202903,0.021666667,0.08,1.250793651,0.32183396,1,1.857142857,1.045151538,0.047624569,1,1.107624722,17500,0.001120359,1944.444444,5833.333333,0,17500,0.409326425,66.38655462,0.999939238,16457.63238,949.1037132,8.321272231,NA,SDM70_bin,Dianthus_biflorus,64,13.57311763,34.57149531,34.99249553,44.47426767,21.84844757,39.07075845,"c(12, 4)",SDM70_bin,NA,NA,19,35,162,0.261403509,0.278492642,Dianthus biflorus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dianthus_borbasii,Dianthus_borbasii-ESM_bin,1,4,2467500,0.157970551,2.56e-7,20300,0.001299616,3.222222222,0.156049936,616875,1213762.015,5000,2437500,0.016453892,0.042176557,0.026861553,0.007753846,0.066666667,1.5625,0.965552519,1,3,1.068102186,0.062576607,1.013828856,1.150597674,1587500,0.101632522,396875,793750,0,1587500,0.813504823,92.67399267,0.975646829,41.06241486,380396.5269,9.555628891,NA,ESM_bin,Dianthus_borbasii,749,16.09545492,55.87013826,44.47773128,58.83117875,37.83283334,52.9939605,"c(4, 8, 6)",ESM_bin,NA,NA,294,735,865,0.371896151,4.48e-11,Dianthus borbasii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dianthus_borbasii,Dianthus_borbasii-ESM70_bin,1,5,2000000,0.128040973,3.2e-7,26700,0.001709347,4.684210526,0.120838668,400000,832310.4138,5000,1887500,0.026699987,0.040534511,0.022009118,0.012450331,0.06,1.827878788,1.393580982,1,4.272727273,1.076126598,0.077061092,1.013828856,1.201107635,847500,0.054257362,169500,370685.1764,0,832500,0.713979646,86.39014906,0.985363972,68.32454835,228614.7567,9.501249635,NA,ESM70_bin,Dianthus_borbasii,565,21.35802036,59.72151874,48.96509214,63.80124667,41.72151874,55.68914222,"c(4, 6, 8)",ESM70_bin,NA,NA,294,735,865,0.371896151,4.48e-11,Dianthus borbasii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dianthus_borbasii,Dianthus_borbasii-occurrence,1,22,977500,1,2.25e-5,26000,0.026598465,6.5,0.465473146,44431.81818,118958.6058,2500,455000,0.053196477,0.054497181,0.016954102,0.021098901,0.08,1.288207071,0.725839293,1,3.555555556,1.037923727,0.059645456,1,1.195191664,160000,0.163682864,7272.727273,25022.716950000002,0,107500,0.500959693,70.35040431,0.643533206,2.805310384,348446.2916,8.696421604,NA,occurrence,Dianthus_borbasii,294,23.43,58.79,44.47,57.97,34.775,52.125,"c(4, 8, 6, 13)",occurrence,Temperate Broadleaf and Mixed Forests,85.29411765,294,735,865,0.371896151,4.48e-11,Dianthus borbasii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dianthus_borbasii,Dianthus_borbasii-SDM_bin,1,7,2985000,0.191101152,4.48e-7,27400,0.001754161,3.914285714,0.181658131,426428.5714,1063447.477,2500,2837500,0.018358443,0.048195661,0.031439966,0.008070485,0.08,1.532679739,0.86065521,1,3.367647059,1.056640693,0.067459012,1,1.164671575,1777500,0.113796415,253928.5714,668527.3884,0,1770000,0.794139745,91.19930975,0.966971608,30.27698073,515903.4891,9.571379184,NA,SDM_bin,Dianthus_borbasii,918,13.15596756,60.41573091,42.66717769,58.40909343,36.66158131,52.11120389,"c(4, 5, 8, 6)",SDM_bin,NA,NA,294,735,865,0.371896151,4.48e-11,Dianthus borbasii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dianthus_borbasii,Dianthus_borbasii-SDM70_bin,1,25,5542500,0.354833547,1.6e-6,44900,0.00287452,4.726315789,0.317541613,221700,988250.9592,2500,4960000,0.016202012,0.049793686,0.020713401,0.005685484,0.08,1.259092437,0.47916886,1,3.133333333,1.043273186,0.043627945,1,1.149488357,3542500,0.226792574,141700,687290.3923,0,3440000,0.816096662,91.84143812,0.898894637,9.890672201,1579265.765,9.636802026,NA,SDM70_bin,Dianthus_borbasii,1616,-2.133008076,64.68473381,39.07075845,66.49288174,40.36247031,54.7909216,"c(12, 4, 6, 5, 8, 98, 13)",SDM70_bin,NA,NA,294,735,865,0.371896151,4.48e-11,Dianthus borbasii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dianthus_borbasii_ssp_borbasii,Dianthus_borbasii_ssp_borbasii-ESM_bin,1,4,2557500,0.163732394,2.56e-7,20400,0.001306018,3.1875,0.16181178,639375,1258761.586,5000,2527500,0.015953071,0.042117423,0.026962662,0.00751731,0.066666667,1.5546875,0.950046257,1,2.96875,1.067573723,0.061649764,1.013828856,1.148483822,1660000,0.106274008,415000,830000,0,1660000,0.818666667,92.93642785,0.97381536,38.19032795,409004.0813,9.561399993,NA,ESM_bin,Dianthus_borbasii_ssp_borbasii,781,16.09545492,55.87013826,44.47773128,58.84641066,37.85804251,52.9939605,"c(4, 5, 8, 6)",ESM_bin,NA,NA,294,735,865,0.371896151,4.48e-11,Dianthus borbasii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dianthus_borbasii_ssp_borbasii,Dianthus_borbasii_ssp_borbasii-ESM_bin,1,4,2557500,0.163732394,2.56e-7,20400,0.001306018,3.1875,0.16181178,639375,1258761.586,5000,2527500,0.015953071,0.042117423,0.026962662,0.00751731,0.066666667,1.5546875,0.950046257,1,2.96875,1.067573723,0.061649764,1.013828856,1.148483822,1660000,0.106274008,415000,830000,0,1660000,0.818666667,92.93642785,0.97381536,38.19032795,409004.0813,9.561399993,NA,ESM_bin,Dianthus_borbasii_ssp_borbasii,781,16.09545492,55.87013826,44.47773128,58.84641066,37.85804251,52.9939605,"c(4, 5, 8, 6)",ESM_bin,NA,NA,294,735,865,0.371896151,4.48e-11,Dianthus borbasii ssp borbasii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dianthus_borbasii_ssp_borbasii,Dianthus_borbasii_ssp_borbasii-ESM70_bin,1,7,2170000,0.138924456,4.48e-7,27900,0.001786172,4.728813559,0.129161332,310000,753721.3234,2500,2017500,0.025714264,0.046113825,0.027805184,0.011796778,0.08,1.563785838,1.163302245,1,4.175438596,1.055077529,0.06871645,1,1.197344518,977500,0.062580026,139642.8571,358557.3774,0,952500,0.723076923,86.88133572,0.983272394,59.78141635,261285.2113,9.50959599,NA,ESM70_bin,Dianthus_borbasii_ssp_borbasii,621,20.64197964,59.72151874,48.96509214,63.80124667,41.62950373,55.27061296,"c(4, 6, 8)",ESM70_bin,NA,NA,294,735,865,0.371896151,4.48e-11,Dianthus borbasii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dianthus_borbasii_ssp_borbasii,Dianthus_borbasii_ssp_borbasii-ESM70_bin,1,7,2170000,0.138924456,4.48e-7,27900,0.001786172,4.728813559,0.129161332,310000,753721.3234,2500,2017500,0.025714264,0.046113825,0.027805184,0.011796778,0.08,1.563785838,1.163302245,1,4.175438596,1.055077529,0.06871645,1,1.197344518,977500,0.062580026,139642.8571,358557.3774,0,952500,0.723076923,86.88133572,0.983272394,59.78141635,261285.2113,9.50959599,NA,ESM70_bin,Dianthus_borbasii_ssp_borbasii,621,20.64197964,59.72151874,48.96509214,63.80124667,41.62950373,55.27061296,"c(4, 6, 8)",ESM70_bin,NA,NA,294,735,865,0.371896151,4.48e-11,Dianthus borbasii ssp borbasii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dianthus_borbasii_ssp_borbasii,Dianthus_borbasii_ssp_borbasii-occurrence,1,22,977500,1,2.25e-5,26000,0.026598465,6.5,0.465473146,44431.81818,118958.6058,2500,455000,0.053196477,0.054497181,0.016954102,0.021098901,0.08,1.288207071,0.725839293,1,3.555555556,1.037923727,0.059645456,1,1.195191664,160000,0.163682864,7272.727273,25022.716950000002,0,107500,0.500959693,70.35040431,0.643533206,2.805310384,348446.2916,8.696421604,NA,occurrence,Dianthus_borbasii_ssp_borbasii,294,23.43,58.79,44.47,57.97,34.775,52.125,"c(4, 8, 13, 6)",occurrence,Temperate Broadleaf and Mixed Forests,85.29411765,294,735,865,0.371896151,4.48e-11,Dianthus borbasii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dianthus_borbasii_ssp_borbasii,Dianthus_borbasii_ssp_borbasii-occurrence,1,22,977500,1,2.25e-5,26000,0.026598465,6.5,0.465473146,44431.81818,118958.6058,2500,455000,0.053196477,0.054497181,0.016954102,0.021098901,0.08,1.288207071,0.725839293,1,3.555555556,1.037923727,0.059645456,1,1.195191664,160000,0.163682864,7272.727273,25022.716950000002,0,107500,0.500959693,70.35040431,0.643533206,2.805310384,348446.2916,8.696421604,NA,occurrence,Dianthus_borbasii_ssp_borbasii,294,23.43,58.79,44.47,57.97,34.775,52.125,"c(4, 8, 13, 6)",occurrence,Temperate Broadleaf and Mixed Forests,85.29411765,294,735,865,0.371896151,4.48e-11,Dianthus borbasii ssp borbasii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dianthus_borbasii_ssp_borbasii,Dianthus_borbasii_ssp_borbasii-SDM_bin,1,7,2985000,0.191101152,4.48e-7,27400,0.001754161,3.914285714,0.181658131,426428.5714,1063447.477,2500,2837500,0.018358443,0.048195661,0.031439966,0.008070485,0.08,1.532679739,0.86065521,1,3.367647059,1.056640693,0.067459012,1,1.164671575,1777500,0.113796415,253928.5714,668527.3884,0,1770000,0.794139745,91.19930975,0.966971608,30.27698073,515903.4891,9.571379184,NA,SDM_bin,Dianthus_borbasii_ssp_borbasii,918,13.15596756,60.41573091,42.66717769,58.40909343,36.66158131,52.11120389,"c(4, 5, 8, 6)",SDM_bin,NA,NA,294,735,865,0.371896151,4.48e-11,Dianthus borbasii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dianthus_borbasii_ssp_borbasii,Dianthus_borbasii_ssp_borbasii-SDM_bin,1,7,2985000,0.191101152,4.48e-7,27400,0.001754161,3.914285714,0.181658131,426428.5714,1063447.477,2500,2837500,0.018358443,0.048195661,0.031439966,0.008070485,0.08,1.532679739,0.86065521,1,3.367647059,1.056640693,0.067459012,1,1.164671575,1777500,0.113796415,253928.5714,668527.3884,0,1770000,0.794139745,91.19930975,0.966971608,30.27698073,515903.4891,9.571379184,NA,SDM_bin,Dianthus_borbasii_ssp_borbasii,918,13.15596756,60.41573091,42.66717769,58.40909343,36.66158131,52.11120389,"c(4, 5, 8, 6)",SDM_bin,NA,NA,294,735,865,0.371896151,4.48e-11,Dianthus borbasii ssp borbasii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dianthus_borbasii_ssp_borbasii,Dianthus_borbasii_ssp_borbasii-SDM70_bin,1,25,5542500,0.354833547,1.6e-6,44900,0.00287452,4.726315789,0.317541613,221700,988250.9592,2500,4960000,0.016202012,0.049793686,0.020713401,0.005685484,0.08,1.259092437,0.47916886,1,3.133333333,1.043273186,0.043627945,1,1.149488357,3542500,0.226792574,141700,687290.3923,0,3440000,0.816096662,91.84143812,0.898894637,9.890672201,1579265.765,9.636802026,NA,SDM70_bin,Dianthus_borbasii_ssp_borbasii,1616,-2.133008076,64.68473381,39.07075845,66.49288174,40.36247031,54.7909216,"c(12, 4, 6, 5, 8, 98, 13)",SDM70_bin,NA,NA,294,735,865,0.371896151,4.48e-11,Dianthus borbasii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dianthus_borbasii_ssp_borbasii,Dianthus_borbasii_ssp_borbasii-SDM70_bin,1,25,5542500,0.354833547,1.6e-6,44900,0.00287452,4.726315789,0.317541613,221700,988250.9592,2500,4960000,0.016202012,0.049793686,0.020713401,0.005685484,0.08,1.259092437,0.47916886,1,3.133333333,1.043273186,0.043627945,1,1.149488357,3542500,0.226792574,141700,687290.3923,0,3440000,0.816096662,91.84143812,0.898894637,9.890672201,1579265.765,9.636802026,NA,SDM70_bin,Dianthus_borbasii_ssp_borbasii,1616,-2.133008076,64.68473381,39.07075845,66.49288174,40.36247031,54.7909216,"c(12, 4, 6, 5, 8, 98, 13)",SDM70_bin,NA,NA,294,735,865,0.371896151,4.48e-11,Dianthus borbasii ssp borbasii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dianthus_campestris_ssp_laevigatus,Dianthus_campestris_ssp_laevigatus-ESM_bin,1,2,87500,0.005601793,1.28e-7,3100,1.98464e-4,2.583333333,0.003201024,43750,8838.834765,37500,50000,0.070856728,0.036333333,0.008956686,0.03,0.042666667,1.833333333,0.23570226,1.666666667,2,1.116663012,0.029826422,1.095572547,1.137753478,0,0,0,0,0,0,0.386138614,67.24137931,0.99998399,62460.0064,250.0800256,7.554165217,NA,ESM_bin,Dianthus_campestris_ssp_laevigatus,29,32.67006351,40.67787257,46.72792423,49.42698493,36.5877996,48.52345723,"c(8, 4)",ESM_bin,NA,NA,17,62,132,-0.490196078,0.047793021,Dianthus campestris ssp laevigatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
